age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
40,1,131506.03,3,2,0,46699.13,2,8,19513.79,0,550,2,2,1,7,0,1,4,78,33,71,-38,Low Risk,0.46,0.15
31,0,79684.72,3,0,0,238625.0,1,7,106397.06,1,325,0,1,0,2,10,0,0,61,96,42,54,High Risk,2.23,1.34
29,0,204864.39,1,3,1,187597.3,0,6,66525.65,3,723,3,1,0,7,8,0,2,13,80,86,-6,Medium Risk,0.92,0.32
29,5,104682.26,3,2,2,122748.05,2,3,102595.3,3,761,0,0,0,7,8,0,4,30,75,82,-7,Medium Risk,0.9,0.98
48,1,138596.04,2,3,3,181580.89,1,3,74574.22,0,413,0,0,1,6,10,0,0,50,66,51,15,Medium Risk,1.27,0.54
28,0,186021.8,3,0,2,24506.55,1,5,148152.81,2,595,3,0,0,5,9,0,3,61,88,54,34,High Risk,1.6,0.8
65,0,140872.05,3,1,3,18143.23,0,2,69301.81,0,559,3,0,0,1,8,1,0,36,77,36,41,High Risk,2.08,0.49
18,1,101743.59,1,2,1,39488.27,2,7,24524.24,0,656,2,0,1,10,0,0,3,90,43,62,-19,Low Risk,0.68,0.24
28,1,125968.92,2,2,1,247138.05,0,10,242094.34,3,729,1,1,0,9,2,0,1,41,100,70,30,High Risk,1.41,1.92
40,1,77160.3,1,2,3,39735.92,0,1,25337.78,3,788,2,2,1,5,2,1,4,6,50,68,-18,Low Risk,0.72,0.33
46,1,115925.36,2,1,2,127918.06,2,2,146169.13,0,436,0,1,0,7,3,1,3,82,57,56,1,Medium Risk,1.0,1.26
28,0,83752.56,4,1,1,86369.75,1,5,154536.12,3,561,0,2,0,7,9,0,4,25,92,55,37,High Risk,1.64,1.85
25,0,27559.12,2,3,2,202724.29,2,6,247291.22,3,338,3,2,1,0,1,1,2,67,71,65,6,Medium Risk,1.08,8.97
79,1,98550.87,3,3,2,68868.47,0,9,1897.32,0,809,2,1,1,6,0,0,3,78,42,86,-44,Low Risk,0.48,0.02
57,1,73743.89,1,2,2,114206.51,2,5,205792.72,2,821,3,2,0,7,3,0,4,16,58,88,-30,Low Risk,0.65,2.79
32,1,193238.89,1,3,2,59324.02,0,9,224976.05,1,591,2,2,1,10,3,0,4,80,89,57,32,High Risk,1.53,1.16
61,1,68385.24,4,3,0,154857.49,2,10,163603.91,2,375,2,2,1,2,7,0,0,48,59,67,-8,Medium Risk,0.87,2.39
76,0,89424.34,3,3,3,14927.49,1,2,16200.95,0,724,3,1,0,10,5,0,1,84,42,77,-35,Low Risk,0.54,0.18
42,1,21470.01,3,0,2,213061.84,1,2,242740.09,2,389,0,0,0,2,9,0,2,28,100,41,59,High Risk,2.38,11.31
42,0,91561.07,4,1,0,197301.39,3,5,104270.46,0,618,0,0,0,4,0,0,1,53,49,57,-8,Medium Risk,0.84,1.14
63,6,120282.43,3,2,0,39435.24,1,8,40272.4,3,392,1,1,1,7,4,1,4,3,58,66,-8,Medium Risk,0.87,0.33
26,4,144729.43,4,2,0,95809.89,0,7,141144.85,0,606,3,0,0,4,2,0,2,64,87,52,35,High Risk,1.64,0.98
67,0,96450.76,1,0,0,193025.61,3,5,226451.43,2,537,0,0,0,1,8,0,1,27,76,47,29,High Risk,1.58,2.35
61,0,105375.27,4,3,0,215328.55,3,5,140946.34,1,410,2,1,1,9,4,0,1,24,43,79,-36,Low Risk,0.54,1.34
28,0,175627.06,1,1,3,145832.1,1,7,145107.73,2,548,1,1,1,0,10,1,3,68,72,53,19,Medium Risk,1.33,0.83
51,1,94849.31,3,0,2,82740.31,2,1,113557.92,0,800,1,2,0,7,8,0,3,16,56,81,-25,Low Risk,0.68,1.2
42,0,106620.2,4,0,0,173089.58,3,6,208747.48,2,832,1,2,1,10,7,1,0,39,43,95,-52,Low Risk,0.45,1.96
37,1,35060.18,1,2,2,242696.62,1,5,26717.66,1,325,1,1,1,3,1,0,0,84,59,34,25,High Risk,1.69,0.76
37,1,167111.73,2,3,1,60077.96,0,6,48146.24,1,375,2,1,1,5,2,1,1,82,58,65,-7,Medium Risk,0.88,0.29
57,1,63441.55,4,3,3,86642.56,1,6,20037.39,1,390,0,2,0,3,3,0,3,59,61,62,-1,Medium Risk,0.97,0.32
85,0,232225.21,1,3,0,103446.96,3,10,188020.03,3,521,3,1,0,1,7,1,2,94,56,76,-20,Low Risk,0.73,0.81
43,1,19510.83,4,3,0,101876.38,0,6,123885.19,3,303,3,0,1,7,6,1,2,37,69,60,9,Medium Risk,1.13,6.35
23,0,109503.36,1,2,3,118480.48,1,10,210052.79,3,770,3,2,1,4,6,0,2,56,90,75,15,Medium Risk,1.18,1.92
30,1,47779.06,1,0,1,245788.95,2,10,104901.65,3,813,0,1,1,9,7,1,2,82,54,82,-28,Low Risk,0.65,2.2
37,0,214406.94,2,0,1,133877.49,1,5,69844.27,3,444,2,2,1,8,4,1,3,9,58,81,-23,Low Risk,0.71,0.33
31,5,234101.02,4,3,3,22157.53,3,8,128353.83,1,435,3,0,1,1,8,1,4,42,71,72,-1,Medium Risk,0.97,0.55
62,1,125102.06,1,2,3,67153.39,0,6,81338.55,0,682,1,1,1,8,7,0,1,4,67,55,12,Medium Risk,1.2,0.65
20,0,29027.31,2,3,1,157331.06,0,4,215891.88,2,572,1,2,1,2,8,1,4,45,100,45,55,High Risk,2.17,7.44
37,1,183900.71,4,0,2,202143.13,3,5,64417.25,1,684,0,2,0,5,1,1,2,78,45,85,-40,Low Risk,0.52,0.35
33,1,110238.74,1,2,1,75279.38,3,9,181336.25,1,807,1,0,1,9,10,1,0,99,61,74,-13,Low Risk,0.81,1.64
69,1,91353.67,4,2,1,119533.53,0,8,24918.96,3,803,2,1,1,9,2,1,4,57,49,96,-47,Low Risk,0.51,0.27
42,1,183121.01,2,2,2,220258.24,3,6,50478.31,0,520,2,1,0,9,6,0,4,64,60,72,-12,Low Risk,0.82,0.28
78,0,102131.02,3,2,1,112922.11,2,10,9039.1,3,651,2,1,0,5,8,1,4,42,50,89,-39,Low Risk,0.56,0.09
34,1,81897.65,2,3,1,50324.41,2,9,244597.5,3,560,1,2,0,9,6,1,3,47,71,65,6,Medium Risk,1.08,2.99
65,5,35754.91,3,1,0,241779.62,2,7,92487.86,3,643,2,2,1,3,7,0,4,20,32,69,-37,Low Risk,0.46,2.59
62,0,21240.68,1,3,2,169984.02,3,9,73574.59,1,742,2,2,1,0,3,0,0,67,38,62,-24,Low Risk,0.6,3.46
31,0,77451.49,4,1,0,128486.95,1,3,92941.97,2,344,3,0,1,4,1,1,1,12,54,58,-4,Medium Risk,0.92,1.2
68,1,12735.27,3,0,0,173497.48,0,10,29680.38,0,500,0,1,0,4,4,0,3,77,69,41,28,High Risk,1.64,2.33
83,1,83866.22,1,3,0,111981.03,0,4,98144.33,3,469,2,1,1,6,7,0,0,2,59,52,7,Medium Risk,1.11,1.17
64,0,62830.34,3,3,1,179356.53,1,2,88642.85,3,459,1,1,0,6,5,1,2,40,59,61,-2,Medium Risk,0.95,1.41
42,1,163095.43,1,2,1,75213.77,0,3,21414.75,3,731,3,0,0,10,10,1,4,15,65,76,-11,Low Risk,0.84,0.13
40,6,21599.04,2,1,0,150271.87,3,1,28487.93,2,850,0,0,1,3,3,1,0,63,21,65,-44,Low Risk,0.32,1.32
23,1,109953.98,1,2,2,14184.33,0,10,36551.85,0,309,1,0,1,7,9,1,2,32,91,38,53,High Risk,2.33,0.33
77,0,95093.35,2,0,3,104969.19,0,7,137914.19,0,669,2,1,0,7,8,0,1,14,85,58,27,High Risk,1.44,1.45
32,0,152093.87,4,0,1,165851.43,1,4,99440.47,2,810,3,1,1,9,5,1,3,77,47,99,-52,Low Risk,0.47,0.65
84,0,60729.12,2,1,3,52854.61,0,7,19304.51,2,450,1,1,1,6,7,0,0,25,63,47,16,Medium Risk,1.31,0.32
83,0,195873.38,3,3,0,72608.76,0,5,235005.78,0,364,2,2,0,10,7,0,2,30,93,67,26,High Risk,1.37,1.2
59,1,101669.09,3,2,3,214581.36,1,7,60015.14,3,378,0,0,0,1,7,1,1,43,79,57,22,High Risk,1.36,0.59
52,1,77448.43,4,3,2,237336.4,3,7,189518.25,2,427,0,1,1,2,8,1,0,85,61,66,-5,Medium Risk,0.91,2.45
52,1,143319.76,1,3,0,164478.21,2,5,190097.85,0,542,1,2,1,2,9,0,3,28,51,62,-11,Low Risk,0.81,1.33
83,0,10336.58,4,3,2,136330.87,1,6,106007.42,1,688,3,2,1,2,10,0,1,19,62,72,-10,Low Risk,0.85,10.25
65,1,243809.7,2,1,3,242132.41,1,2,40352.65,0,764,3,0,1,3,2,1,1,23,20,92,-72,Low Risk,0.22,0.17
60,1,34837.23,1,2,2,114426.93,1,5,13555.95,0,780,2,1,0,0,0,1,2,58,43,62,-19,Low Risk,0.68,0.39
51,1,101841.77,3,0,2,77828.88,0,2,83675.55,2,810,1,0,1,10,4,0,4,90,54,75,-21,Low Risk,0.71,0.82
67,1,144413.98,3,0,2,73931.24,1,4,242811.55,1,392,0,2,1,1,6,1,2,63,82,57,25,High Risk,1.41,1.68
31,1,156612.14,4,2,0,227658.97,1,7,179792.7,0,558,0,2,0,10,0,0,1,31,81,65,16,Medium Risk,1.23,1.15
26,0,45395.41,2,1,2,94899.91,0,5,101312.9,3,670,1,0,1,9,2,0,0,99,74,42,32,High Risk,1.72,2.23
81,1,62238.54,1,2,3,208012.19,1,6,208320.91,3,434,1,2,0,3,0,0,4,73,84,54,30,High Risk,1.53,3.35
58,0,148626.42,3,0,2,63337.1,2,10,84769.88,0,781,0,2,1,8,5,0,0,100,45,81,-36,Low Risk,0.55,0.57
80,1,7232.6,2,1,3,169830.15,3,3,95134.44,2,370,2,0,0,9,8,1,2,100,52,56,-4,Medium Risk,0.91,13.15
40,0,169683.15,1,2,0,195058.24,3,1,210654.35,3,697,0,1,0,1,10,1,4,89,76,65,11,Medium Risk,1.15,1.24
78,0,227414.99,3,0,2,164813.95,2,8,175968.04,1,604,2,2,0,0,10,1,3,71,71,79,-8,Medium Risk,0.89,0.77
42,1,50438.83,2,0,2,36170.57,2,4,65799.17,2,509,2,2,1,5,6,1,1,40,42,58,-16,Low Risk,0.71,1.3
48,1,246748.21,2,2,0,179977.34,3,3,54065.97,0,385,3,0,0,1,10,1,0,71,61,60,1,Medium Risk,1.0,0.22
46,0,223292.86,2,3,1,124281.83,0,5,241637.58,1,763,3,1,0,2,8,1,2,25,87,83,4,Medium Risk,1.04,1.08
27,1,115252.11,4,0,3,93243.38,3,2,215436.22,2,806,0,0,0,4,8,1,3,100,68,79,-11,Low Risk,0.85,1.87
49,1,141086.63,2,0,1,178861.06,3,4,109869.46,1,772,3,2,1,5,5,1,0,32,33,82,-49,Low Risk,0.4,0.78
52,1,64669.04,1,0,2,142733.85,3,7,10791.78,1,403,1,2,1,5,10,1,1,10,38,64,-26,Low Risk,0.58,0.17
60,4,12665.8,1,0,3,200864.12,3,6,231463.13,2,760,2,0,0,3,1,0,4,36,63,67,-4,Medium Risk,0.93,18.27
82,1,68913.09,1,2,0,85181.56,1,3,214334.35,0,496,3,1,1,2,8,0,0,59,78,40,38,High Risk,1.9,3.11
33,1,70476.45,1,2,2,8925.45,0,7,227550.17,0,787,1,0,1,9,1,0,1,85,82,48,34,High Risk,1.67,3.23
38,0,227436.61,4,0,0,111880.35,2,8,157539.93,0,458,1,0,0,4,10,0,0,59,80,63,17,Medium Risk,1.25,0.69
45,1,156682.47,3,1,3,85991.01,1,9,146239.43,3,335,3,2,1,2,3,1,1,74,72,68,4,Medium Risk,1.04,0.93
76,0,179536.16,4,2,0,93756.04,1,5,164958.14,1,446,1,2,1,8,7,1,1,83,64,73,-9,Medium Risk,0.86,0.92
32,0,192953.63,4,2,2,240031.96,2,9,248361.3,2,418,3,1,1,1,5,1,3,99,83,75,8,Medium Risk,1.09,1.29
80,5,40158.46,4,3,2,185476.95,3,5,90147.38,0,708,2,0,0,1,9,1,0,66,47,66,-19,Low Risk,0.7,2.24
46,0,45238.43,3,1,2,66757.66,0,1,85151.48,1,629,3,2,1,4,5,1,0,16,60,45,15,Medium Risk,1.3,1.88
24,1,227988.34,4,2,2,152838.51,1,6,6612.47,2,387,1,1,1,4,0,1,3,57,63,75,-12,Low Risk,0.83,0.03
59,1,54050.34,4,1,3,158179.48,0,10,127422.4,3,800,3,2,1,7,5,1,3,4,58,91,-33,Low Risk,0.63,2.36
48,0,57196.16,1,0,3,93511.69,2,8,116403.39,2,532,1,2,0,8,5,1,4,83,66,56,10,Medium Risk,1.16,2.04
50,1,2140.5,4,2,1,51281.27,1,3,165322.63,0,533,3,1,1,4,4,0,4,0,68,49,19,Medium Risk,1.36,77.2
75,0,91751.57,3,1,3,228598.51,2,9,56100.74,1,479,2,0,1,6,3,1,1,75,44,68,-24,Low Risk,0.64,0.61
37,1,56835.89,2,1,2,29921.02,1,4,218544.11,0,829,0,2,0,9,2,1,1,6,63,69,-6,Medium Risk,0.9,3.85
83,0,220191.36,1,3,3,247353.17,1,7,106381.61,3,624,0,2,0,6,5,0,2,78,64,83,-19,Low Risk,0.76,0.48
42,1,160744.66,2,1,3,97957.31,3,5,243853.48,3,681,1,1,0,0,4,1,1,21,57,68,-11,Low Risk,0.83,1.52
69,1,19524.65,3,0,2,178206.2,3,2,61587.24,2,310,0,2,1,8,7,1,4,54,49,63,-14,Low Risk,0.77,3.15
65,0,76074.69,2,3,1,163837.86,1,8,75066.76,2,773,0,1,1,8,5,1,1,18,39,86,-47,Low Risk,0.45,0.99
39,0,197715.96,1,1,0,113216.55,3,8,144414.35,2,775,1,0,0,8,4,0,2,19,47,81,-34,Low Risk,0.57,0.73
56,1,80589.21,4,0,1,241350.94,1,3,128756.32,2,831,1,2,0,6,3,1,4,55,51,88,-37,Low Risk,0.57,1.6
28,0,182975.24,3,0,2,26096.7,0,6,153382.34,0,554,0,2,1,10,1,0,1,62,94,49,45,High Risk,1.88,0.84
85,0,181198.22,1,1,3,147948.57,3,9,176896.14,0,633,2,1,1,0,8,1,1,55,57,67,-10,Low Risk,0.84,0.98
78,0,205079.82,2,2,3,131664.97,1,3,150947.98,0,814,0,1,1,4,7,1,0,94,60,85,-25,Low Risk,0.7,0.74
69,3,172535.91,1,1,0,109886.59,0,8,120363.27,0,613,2,1,1,3,4,1,4,35,62,59,3,Medium Risk,1.03,0.7
19,0,71931.9,4,1,0,16440.85,1,9,67792.88,2,358,0,0,0,3,7,0,0,62,90,32,58,High Risk,2.73,0.94
83,0,214400.89,4,3,3,191699.63,3,3,64893.0,2,455,0,2,1,7,7,0,0,69,50,86,-36,Low Risk,0.57,0.3
72,1,168913.05,3,2,2,125945.66,0,4,157907.51,1,506,2,2,0,10,9,1,1,71,89,66,23,High Risk,1.33,0.93
76,0,17612.86,1,2,2,106706.79,1,9,210517.34,3,465,3,1,0,7,8,0,4,96,100,53,47,High Risk,1.85,11.95
63,6,36093.63,4,3,2,216008.58,1,6,244489.03,2,646,1,1,0,5,2,0,1,47,76,65,11,Medium Risk,1.15,6.77
52,0,73822.31,3,0,0,171546.73,3,4,241787.73,0,345,3,2,0,8,7,1,4,60,69,65,4,Medium Risk,1.05,3.28
61,1,148678.88,3,1,2,81176.47,0,1,24750.46,1,368,0,0,1,9,8,1,1,62,70,58,12,Medium Risk,1.19,0.17
34,2,3201.38,3,0,0,27896.96,1,10,96272.73,3,543,0,2,0,4,2,1,3,38,76,42,34,High Risk,1.77,30.06
40,1,134195.03,3,2,0,47821.72,0,6,236850.08,3,627,0,0,0,5,6,0,2,25,92,49,43,High Risk,1.84,1.76
20,0,193021.6,4,3,2,238210.5,3,8,87979.34,2,546,3,2,0,6,3,1,0,13,59,78,-19,Low Risk,0.75,0.46
84,0,16617.37,3,3,2,9740.2,3,5,6424.18,2,392,1,2,1,8,5,1,4,98,32,69,-37,Low Risk,0.46,0.39
68,0,85027.0,2,2,2,97492.67,3,9,18175.99,3,523,1,1,0,10,3,1,2,46,49,66,-17,Low Risk,0.73,0.21
69,1,92494.27,2,1,3,31077.41,2,9,86946.48,3,491,3,1,0,7,3,1,3,14,49,62,-13,Low Risk,0.78,0.94
26,0,90499.45,2,3,3,109087.28,0,6,148911.41,0,386,1,0,1,5,8,1,1,31,89,45,44,High Risk,1.93,1.65
54,1,39201.26,3,3,2,25769.54,3,4,10572.62,1,400,1,1,0,10,2,1,2,29,35,61,-26,Low Risk,0.56,0.27
18,0,93134.64,4,2,1,139452.44,1,5,111060.45,3,713,3,1,0,9,4,0,2,40,80,76,4,Medium Risk,1.04,1.19
44,1,193447.52,4,2,3,22031.63,3,2,29739.41,3,759,3,0,1,2,6,0,0,1,35,84,-49,Low Risk,0.41,0.15
77,1,37995.96,4,1,3,23041.62,0,8,47720.97,0,399,1,0,1,4,9,1,3,83,68,40,28,High Risk,1.66,1.26
37,1,63299.72,1,0,1,210195.13,2,1,187531.43,0,479,1,1,1,2,9,1,1,5,69,51,18,Medium Risk,1.33,2.96
55,0,56715.12,1,1,0,81844.94,0,4,218235.58,3,820,3,2,1,0,1,1,2,47,60,73,-13,Low Risk,0.81,3.85
34,0,4837.74,2,0,1,116522.97,2,2,186288.1,3,426,3,1,1,8,3,1,1,57,63,61,2,Medium Risk,1.02,38.5
28,0,95992.63,1,3,1,1516.82,3,4,204128.44,3,309,2,0,1,9,5,1,1,8,67,54,13,Medium Risk,1.22,2.13
56,0,73011.11,2,1,1,58237.27,2,6,62255.42,3,453,2,0,1,5,9,1,4,26,45,60,-15,Low Risk,0.74,0.85
40,1,53588.21,3,2,0,54542.56,0,1,170668.44,1,411,3,0,0,7,8,1,0,40,94,38,56,High Risk,2.41,3.18
45,7,60192.7,3,1,2,175757.95,3,6,117080.91,2,523,3,0,1,7,7,0,4,2,58,60,-2,Medium Risk,0.95,1.95
75,1,194501.14,4,3,1,150986.71,0,9,78063.9,3,651,0,1,0,1,9,1,4,29,74,78,-4,Medium Risk,0.94,0.4
75,0,176621.21,1,0,0,46070.51,1,10,41014.77,0,682,2,2,0,9,3,0,1,24,50,72,-22,Low Risk,0.68,0.23
61,0,108177.6,3,1,2,28301.7,1,2,201607.97,2,502,2,2,1,9,6,0,0,76,73,54,19,Medium Risk,1.33,1.86
48,1,247926.0,2,0,3,146398.86,1,1,159756.02,0,337,2,1,0,4,10,1,1,53,90,58,32,High Risk,1.53,0.64
72,1,104151.3,1,3,2,185583.35,2,7,41940.8,1,366,1,1,1,2,4,1,1,65,32,70,-38,Low Risk,0.45,0.4
47,0,146301.2,1,3,2,89549.16,3,9,241694.44,3,850,3,2,1,3,7,0,4,94,55,90,-35,Low Risk,0.6,1.65
66,0,193386.11,1,1,0,139256.2,0,2,231975.3,2,738,1,2,1,10,5,0,4,13,63,73,-10,Low Risk,0.85,1.2
24,0,36224.2,2,3,1,84653.96,3,10,3146.14,1,399,2,1,1,8,8,0,3,68,63,59,4,Medium Risk,1.05,0.09
61,1,25235.21,3,1,0,147294.66,0,9,123634.57,0,640,2,2,0,9,10,1,3,93,72,53,19,Medium Risk,1.33,4.9
20,1,99504.99,3,3,2,99784.34,1,4,26175.68,0,800,2,0,1,4,5,1,1,16,35,80,-45,Low Risk,0.43,0.26
32,1,22005.79,3,2,1,110008.42,2,8,171390.83,0,693,1,2,1,0,1,1,1,38,64,60,4,Medium Risk,1.05,7.79
40,1,234674.96,1,3,2,24707.23,0,1,202597.42,2,321,2,1,1,2,4,0,4,67,97,51,46,High Risk,1.87,0.86
29,1,142489.21,1,1,2,46353.11,2,3,208510.78,0,375,2,1,0,6,7,0,1,22,82,50,32,High Risk,1.61,1.46
45,1,60468.72,4,3,3,235223.51,2,7,127615.51,3,713,1,0,0,8,8,0,4,77,53,88,-35,Low Risk,0.6,2.11
35,0,115656.36,2,0,2,180784.78,3,6,206976.25,2,707,3,0,0,4,3,1,4,99,59,75,-16,Low Risk,0.78,1.79
65,7,123995.21,4,3,0,44418.97,3,5,107689.46,2,544,0,1,0,7,9,1,3,39,55,70,-15,Low Risk,0.77,0.87
76,1,77897.22,2,0,0,79809.5,2,6,39167.87,0,622,1,2,0,9,7,1,1,76,24,66,-42,Low Risk,0.36,0.5
47,1,241408.9,2,1,0,24742.4,3,5,130648.74,3,653,0,2,1,6,2,0,4,21,36,78,-42,Low Risk,0.46,0.54
75,1,1971.5,2,0,1,46426.17,2,1,190659.08,3,739,1,2,0,10,7,1,3,51,53,70,-17,Low Risk,0.75,96.66
71,0,206947.66,1,2,2,239323.3,1,2,47540.48,2,726,3,1,0,5,4,0,0,88,50,82,-32,Low Risk,0.6,0.23
36,1,63159.03,4,3,3,133329.4,3,4,14554.62,2,734,0,2,0,2,7,1,1,0,37,85,-48,Low Risk,0.43,0.23
44,0,7878.56,3,2,1,177147.93,3,6,248392.89,1,458,0,0,1,4,4,0,0,81,76,41,35,High Risk,1.81,31.52
73,0,80951.67,4,2,1,106612.92,3,8,242353.04,1,467,3,1,0,5,4,0,3,61,84,66,18,Medium Risk,1.25,2.99
58,0,86878.45,1,2,2,19388.41,3,2,216048.2,0,813,0,1,0,6,3,0,1,5,66,65,1,Medium Risk,1.0,2.49
60,3,241005.28,2,2,1,157237.67,2,9,96417.78,2,720,2,0,1,6,5,1,3,46,45,93,-48,Low Risk,0.48,0.4
56,7,137748.32,3,1,3,65714.12,3,8,95404.29,3,388,1,2,0,2,3,1,1,8,67,63,4,Medium Risk,1.05,0.69
58,1,92832.94,3,0,2,201641.64,0,10,105821.3,2,724,0,0,1,3,9,0,1,100,83,60,23,High Risk,1.36,1.14
45,1,12174.59,1,3,3,73882.47,0,7,21312.74,1,557,3,0,0,10,7,0,3,40,69,42,27,High Risk,1.6,1.75
50,1,227062.22,1,3,1,128036.82,2,8,40370.27,3,531,3,1,0,3,2,1,3,52,34,85,-51,Low Risk,0.4,0.18
52,2,183896.0,3,2,0,108846.12,0,8,192120.13,3,747,0,1,1,4,1,1,4,11,78,78,0,Medium Risk,0.99,1.04
41,1,200995.28,4,1,2,152646.42,2,8,135001.15,2,623,2,0,0,4,6,1,0,32,55,74,-19,Low Risk,0.73,0.67
75,1,247290.23,2,1,2,139080.19,1,2,13225.08,0,660,1,1,0,10,3,1,0,88,35,76,-41,Low Risk,0.45,0.05
73,1,195147.61,3,3,0,249312.87,1,3,20323.1,2,423,2,2,0,10,1,0,1,93,43,88,-45,Low Risk,0.48,0.1
72,0,227124.56,4,0,0,27420.01,2,10,206297.04,3,609,0,1,1,3,0,1,0,97,52,76,-24,Low Risk,0.68,0.91
36,1,19023.97,2,0,1,41900.72,0,9,58581.52,0,700,3,1,1,1,10,0,3,48,79,44,35,High Risk,1.76,3.08
32,0,36719.82,1,3,1,188042.97,2,1,13622.54,3,541,0,0,1,1,8,0,3,94,59,48,11,Medium Risk,1.2,0.37
24,5,200245.93,3,3,0,171751.77,3,5,13693.1,2,587,3,0,0,10,6,0,1,69,54,84,-30,Low Risk,0.64,0.07
25,0,17804.62,1,0,2,236155.25,3,5,55205.48,1,367,0,2,1,6,10,1,0,52,66,46,20,Medium Risk,1.4,3.1
59,0,102509.76,1,3,2,66006.23,3,9,76451.16,0,719,1,0,0,6,8,1,0,66,44,66,-22,Low Risk,0.66,0.75
45,1,238014.24,4,2,3,102400.03,0,6,192600.83,0,672,1,0,1,1,2,1,4,11,76,66,10,Medium Risk,1.13,0.81
75,1,217785.89,4,3,1,57558.03,2,1,108779.3,1,822,3,0,1,1,3,1,1,14,31,100,-69,Low Risk,0.31,0.5
72,7,114376.51,1,1,1,48736.83,2,4,246742.17,3,302,0,1,1,3,10,1,2,86,72,59,13,Medium Risk,1.2,2.16
37,7,215922.12,3,1,1,169644.2,1,1,242503.19,3,315,0,2,1,1,5,1,3,52,90,66,24,High Risk,1.34,1.12
37,1,4058.87,3,0,2,204430.17,1,1,199492.43,3,369,2,1,0,0,0,0,1,79,93,47,46,High Risk,1.94,49.14
37,0,152739.78,3,3,2,57168.69,3,5,107720.18,1,438,2,1,0,8,6,0,2,97,67,73,-6,Medium Risk,0.91,0.71
23,1,40425.25,3,0,0,130416.33,2,1,191977.25,0,599,3,2,0,9,0,1,0,81,65,49,16,Medium Risk,1.3,4.75
69,1,202102.16,3,2,3,197163.43,0,10,180561.11,3,813,3,1,1,0,1,1,3,20,73,95,-22,Low Risk,0.76,0.89
72,1,178037.92,1,2,2,221011.3,0,6,89142.85,1,518,1,1,1,6,1,1,0,47,61,57,4,Medium Risk,1.05,0.5
76,0,14644.25,2,2,1,183047.08,0,3,186765.71,0,358,0,0,0,4,5,1,4,52,98,35,63,High Risk,2.72,12.75
60,0,8588.39,3,1,3,55518.37,0,9,9380.92,2,466,1,2,0,4,0,1,3,50,72,43,29,High Risk,1.64,1.09
20,0,97081.07,2,1,0,159865.62,3,7,91272.05,2,488,1,2,1,9,1,1,2,68,43,60,-17,Low Risk,0.7,0.94
67,3,211484.69,4,2,2,117895.07,2,5,224470.16,2,594,1,0,0,6,7,0,2,29,80,78,2,Medium Risk,1.01,1.06
38,1,41836.38,1,1,3,199064.77,0,9,232909.11,1,576,2,1,0,6,4,1,3,63,92,38,54,High Risk,2.36,5.57
66,0,108558.73,1,2,3,9661.63,1,1,201744.67,0,456,0,1,0,1,9,1,2,20,100,36,64,High Risk,2.7,1.86
85,0,90984.52,4,1,2,247134.16,1,8,241949.0,3,781,0,2,1,5,0,1,4,69,61,88,-27,Low Risk,0.69,2.66
25,1,178733.05,1,0,0,38797.62,0,8,35424.46,0,674,3,1,0,8,8,0,4,56,76,63,13,Medium Risk,1.19,0.2
66,1,142973.11,1,3,1,94301.7,0,5,3686.63,3,787,2,0,1,2,8,0,3,93,50,79,-29,Low Risk,0.62,0.03
49,1,227234.57,4,3,2,63007.8,2,3,95362.07,0,729,0,1,0,7,8,0,2,2,50,92,-42,Low Risk,0.54,0.42
52,0,125508.73,3,3,3,84500.95,3,7,173069.58,1,656,3,0,1,10,6,0,0,81,50,75,-25,Low Risk,0.66,1.38
81,0,126867.6,4,1,1,161708.43,2,3,40200.13,0,685,3,2,0,6,8,0,2,81,40,90,-50,Low Risk,0.44,0.32
51,0,17156.72,4,3,0,159411.76,0,4,108721.03,1,483,1,1,0,2,7,1,0,51,79,44,35,High Risk,1.76,6.34
37,1,91604.53,4,0,3,210803.37,2,9,229475.28,0,553,3,1,1,5,10,0,2,87,76,64,12,Medium Risk,1.17,2.51
32,0,169892.72,2,2,1,176115.98,2,2,79313.38,3,748,3,0,0,0,3,1,4,22,54,77,-23,Low Risk,0.69,0.47
84,1,43848.72,4,1,2,237736.63,0,2,106844.99,0,341,1,1,1,2,6,1,3,74,76,47,29,High Risk,1.58,2.44
77,0,224751.23,3,0,1,136621.82,0,6,159386.9,3,540,3,1,1,9,1,1,1,85,74,78,-4,Medium Risk,0.94,0.71
40,0,54883.46,1,1,2,203710.28,0,6,88087.16,1,631,0,0,0,10,2,0,0,32,75,41,34,High Risk,1.79,1.6
75,1,211861.8,1,3,3,82684.04,3,9,28046.56,0,735,0,2,1,2,10,1,4,4,29,92,-63,Low Risk,0.31,0.13
31,1,37013.01,3,3,3,123958.95,1,5,249677.22,3,352,1,2,0,5,6,0,0,6,94,50,44,High Risk,1.84,6.75
83,0,232658.94,4,2,2,136720.49,0,9,185462.95,0,455,0,1,1,6,0,0,4,58,99,64,35,High Risk,1.52,0.8
77,1,205619.24,2,2,0,165306.88,3,7,52871.56,0,419,0,1,1,2,7,1,3,76,44,73,-29,Low Risk,0.59,0.26
